first_name,last_name,team,number,position,age,born,birth_place,country,height,weight,shoots
Kai,Janviriya,Univ. of Connecticut,11,D,20,2005,"Bloomfield, MI",USA,"5'8""",170,R
Thomas,Messineo,Univ. of Connecticut,15,D,23,2002,"Westwood, MA",USA,"6'0""",190,L
Trey,Scott,Univ. of Connecticut,21,D,21,2004,"Lunenburg, MA",USA,"5'10""",181,R
Owen,Simpson,Univ. of Connecticut,34,D,22,2003,"Toronto, ON",Canada,"6'5""",190,L
Alexandre,Blais,Univ. of Connecticut,22,F,20,2005,"Longueuil, QC",Canada,"5'10""",176,L
Carlin,Dezainde,Univ. of Connecticut,24,F,21,2004,"Calgary, AB",Canada,"5'11""",172,L
Tristan,Fraser,Univ. of Connecticut,10,F,24,2001,"West Vancouver, BC",Canada,"6'0""",181,R
Ethan,Gardula,Univ. of Connecticut,13,F,20,2005,"Princeton, MA",USA,"5'11""",174,L
Tabor,Heaslip,Univ. of Connecticut,23,F,24,2001,"Fort Worth, TX",USA,"5'9""",174,L
Huston,Karpman,Univ. of Connecticut,7,F,25,2001,"Manhattan Beach, CA",USA,"5'11""",198,L
Joey,Muldowney,Univ. of Connecticut,8,F,21,2004,"Lake View, NY",USA,"5'9""",161,R
Mike,Murtagh,Univ. of Connecticut,26,F,21,2004,"East Greenbush, NY",USA,"5'11""",187,R
Joseph,Odyniec,Univ. of Connecticut,27,F,21,2004,"Washington, DC",USA,"6'2""",201,R
Jake,Percival,Univ. of Connecticut,17,F,24,2002,"Avon, CT",USA,"5'9""",174,L
Jake,Richard,Univ. of Connecticut,19,F,21,2004,"Jacksonville, FL",USA,"6'1""",194,R
Kaden,Shahan,Univ. of Connecticut,20,F,20,2005,"Everett, WA",USA,"5'11""",170,R
Carter,Sproule,Univ. of Connecticut,,F,21,2005,"Grand Forks, ND",USA,"6'3""",207,L
Ryan,Tattle,Univ. of Connecticut,9,F,24,2001,"Port Moody, BC",Canada,"5'11""",196,L
Ethan,Whitcomb,Univ. of Connecticut,71,F,21,2004,"St. Catharines, ON",USA,"6'4""",209,L
Paxton,Geisel,Univ. of Denver,30,G,22,2004,"Estevan, SK",Canada,"6'1""",190,L
Johnny,Hicks,Univ. of Denver,31,G,20,2005,"Kamloops, BC",Canada,"5'11""",154,L
Quentin,Miller,Univ. of Denver,29,G,21,2004,"Montréal, QC",Canada,"6'3""",190,L
Kent,Anderson,Univ. of Denver,21,D,22,2003,"Calgary, AB",Canada,"6'3""",205,R
Cale,Ashcroft,Univ. of Denver,3,D,21,2004,"St. Albert, AB",Canada,"5'10""",185,L
Garrett,Brown,Univ. of Denver,5,D,21,2004,"San Jose, CA",USA,"6'3""",190,R
Boston,Buckberger,Univ. of Denver,9,D,22,2003,"Saskatoon, SK",Canada,"5'11""",172,L
Eric,Jamieson,Univ. of Denver,15,D,20,2005,"Calgary, AB",Canada,"6'3""",205,L
Tory,Pitner,Univ. of Denver,2,D,19,2006,"Greenwich, CT",USA,"6'1""",190,R
Eric,Pohlkamp,Univ. of Denver,23,D,21,2004,"Brainerd, MN",USA,"5'11""",205,R
Alec,Whipple,Univ. of Denver,6,D,22,2004,"Far Hills, NJ",USA,"6'0""",181,R
Hagen,Burrows,Univ. of Denver,13,F,20,2005,"Orono, MN",USA,"6'3""",176,R
Clarke,Caswell,Univ. of Denver,25,F,20,2006,"Brandon, MB",Canada,"6'0""",185,L
Kieran,Cebrian,Univ. of Denver,24,F,22,2003,"Denver, CO",USA,"6'2""",194,L
Kyle,Chyzowski,Univ. of Denver,16,F,21,2004,"Surrey, BC",Canada,"5'10""",170,L
Kristian,Epperson,Univ. of Denver,8,F,19,2006,"Mequon, WI",USA,"6'0""",185,L
Jake,Fisher,Univ. of Denver,19,F,20,2005,"Woodbury, MN",USA,"6'2""",192,L
Sam,Harris,Univ. of Denver,12,F,22,2003,"San Diego, CA",USA,"5'11""",185,L
Peter,Lajoy,Univ. of Denver,17,F,24,2002,"Evergreen, CO",USA,"5'7""",165,L
Rieger,Lorenz,Univ. of Denver,14,F,21,2004,"Calgary, AB",Canada,"6'2""",194,L
Brendan,McMorrow,Univ. of Denver,22,F,19,2006,"Lakeville, MN",USA,"6'0""",190,L
Brady,Milburn,Univ. of Denver,10,F,20,2005,"Kamloops, BC",Canada,"6'1""",194,L
Payton,Nelson,Univ. of Denver,18,F,21,2005,"Centennial, CO",USA,"5'11""",174,R
James,Reeder,Univ. of Denver,27,F,20,2005,"Glenview, IL",USA,"5'10""",168,R
Samu,Salminen,Univ. of Denver,11,F,22,2003,Helsinki,Finland,"6'2""",185,L
Reid,Varkonyi,Univ. of Denver,28,F,20,2006,"Sherwood Park, AB",Canada,"5'10""",183,L
Albin,Boija,Univ. of Maine,30,G,22,2003,Sundsvall,Sweden,"6'1""",194,L
Mathis,Rousseau,Univ. of Maine,32,G,21,2004,"Montréal, QC",Canada,"5'11""",174,L
Gage,Stewart,Univ. of Maine,35,G,22,2003,"Marathon, ON",Canada,"6'1""",194,L
Grayson,Arnott,Univ. of Maine,23,D,24,2001,"Toronto, ON",Canada,"5'9""",154,R
Brandon,Chabrier,Univ. of Maine,15,D,23,2002,"Bayville, NY",USA,"6'0""",185,R
Luke,Coughlin,Univ. of Maine,10,D,20,2005,"Charlottetown, PE",Canada,"5'10""",183,L
Frank,Djurasevic,Univ. of Maine,44,D,23,2002,"New Rochelle, NY",USA,"6'2""",201,R
Brandon,Holt,Univ. of Maine,4,D,24,2001,"Grand Forks, ND",USA,"5'11""",181,L
Jérémy,Langlois,Univ. of Maine,7,D,22,2003,"Ste-Brigitte-de-Laval, QC",Canada,"6'1""",185,L
Simon,Motew,Univ. of Maine,18,D,22,2003,"Highland Park, IL",USA,"6'1""",190,R
Bodie,Nobes,Univ. of Maine,34,D,22,2003,"Kitchener, ON",Canada,"5'10""",190,R
Lukas,Peterson,Univ. of Maine,2,D,20,2006,"Waldwick, NJ",USA,"5'10""",168,R
Loic,Usereau,Univ. of Maine,16,D,21,2004,"Saint-Michel, QC",Canada,"6'0""",176,L
Anthony,Calafiore,Univ. of Maine,28,F,23,2002,"Staten Island, NY",USA,"5'9""",170,R
Owen,Fowler,Univ. of Maine,12,F,23,2002,"Tewksbury, MA",USA,"5'10""",190,L
Thomas,Freel,Univ. of Maine,26,F,24,2001,Aberdeen,Canada,"6'0""",190,L
Will,Gerrior,Univ. of Maine,22,F,21,2004,"Halifax, NS",Canada,"5'10""",179,L
Brock,James,Univ. of Maine,24,F,21,2004,"Falmouth, ME",USA,"6'2""",201,R
Oskar,Komarov,Univ. of Maine,38,F,22,2003,Uusikaarlepyy,Finland,"6'0""",201,R
Jaden,Lipinski,Univ. of Maine,41,F,21,2004,"Scottsdale, AZ",USA,"6'4""",209,R
Miguel,Marques,Univ. of Maine,43,F,19,2006,"Prince George, BC",Canada,"5'11""",190,R
Josh,Nadeau,Univ. of Maine,20,F,22,2003,"St-François-de-Madawaska, NB",Canada,"5'9""",170,R
Nick,Peluso,Univ. of Maine,21,F,22,2004,"Rochester, NY",USA,"5'8""",174,R
Thomas,Pichette,Univ. of Maine,29,F,22,2003,"Maskinongé, QC",Canada,"5'11""",187,R
Justin,Poirier,Univ. of Maine,93,F,19,2006,"Salaberry-de-Valleyfield, QC",Canada,"5'8""",185,R
Charlie,Russell,Univ. of Maine,11,F,22,2003,"Skaneateles, NY",USA,"5'11""",174,R
Sully,Scholle,Univ. of Maine,14,F,22,2003,"Chaska, MN",USA,"5'10""",185,L
Max,Scott,Univ. of Maine,27,F,23,2002,"San Jose, CA",USA,"6'0""",185,L
Michael,Hrabal,Univ. of Massachusetts,30,G,21,2005,Praha,Czechia,"6'7""",216,L
Jackson,Irving,Univ. of Massachusetts,1,G,22,2004,"Newbury, MA",USA,"6'0""",181,L
James,Norton,Univ. of Massachusetts,32,G,22,2003,"Scarborough, ON",Canada,"6'4""",216,L
Francesco,Dell'Elce,Univ. of Massachusetts,23,D,20,2005,"Toronto, ON",Canada,"6'1""",181,L
Coleson,Hanrahan,Univ. of Massachusetts,2,D,20,2005,"Longmeadow, MA",USA,"5'10""",187,R
Larry,Keenan,Univ. of Massachusetts,18,D,20,2005,"Barrie, ON",Canada,"6'4""",203,L
Charlie,Lieberman,Univ. of Massachusetts,21,D,22,2004,"Naperville, IL",USA,"6'5""",225,R
Owen,Murray,Univ. of Massachusetts,26,D,23,2002,"Decker, MB",Canada,"5'10""",185,R
Landon,Nycz,Univ. of Massachusetts,13,D,18,2007,"Detroit, MI",USA,"6'3""",205,L
Kennedy,O'Connor,Univ. of Massachusetts,4,D,24,2001,"Augusta, GA",USA,"6'2""",194,L
Lucas,Ölvestad,Univ. of Massachusetts,6,D,23,2002,"Tampa, FL",Sweden,"6'1""",201,L
Bo,Cosman,Univ. of Massachusetts,28,F,24,2002,"Lexington, KY",USA,"6'3""",192,L
Michael,DeAngelo,Univ. of Massachusetts,19,F,21,2004,"Itasca, IL",USA,"5'11""",183,L
James,Duerr,Univ. of Massachusetts,20,F,21,2004,"Chicago, IL",USA,"6'3""",216,R
Cameron,Dunn,Univ. of Massachusetts,25,F,22,2003,"Holland, MI",USA,"6'2""",170,R
Jack,Galanek,Univ. of Massachusetts,10,F,19,2006,"Hopkinton, MA",USA,"6'0""",187,L
Daniel,Alexander Jencko,Univ. of Massachusetts,17,F,21,2005,Humenne,Slovakia,"6'0""",183,L
Justin,Kerr,Univ. of Massachusetts,15,F,22,2004,"Grand Rapids, MN",USA,"6'5""",205,R
Lukas,Klecka,Univ. of Massachusetts,12,F,20,2005,Bratislava,Slovakia,"5'11""",179,R
A.J.,Lacroix,Univ. of Massachusetts,14,F,20,2005,"Livingston, NJ",USA,"6'0""",194,L
Owen,Mehlenbacher,Univ. of Massachusetts,7,F,22,2004,"Fort Erie, ON",Canada,"6'2""",190,L
Jack,Musa,Univ. of Massachusetts,9,F,22,2003,"Estero, FL",USA,"5'10""",172,L
Vaclav,Nestrasil,Univ. of Massachusetts,11,F,18,2007,Praha,Czechia,"6'6""",190,R
Cameron,O'Neill,Univ. of Massachusetts,8,F,22,2004,"Odenton, MD",USA,"6'0""",198,R
Nicholas,Van Tassell,Univ. of Massachusetts,22,F,21,2004,"Basking Ridge, NJ",USA,"6'4""",201,R
Matthew,Wilde,Univ. of Massachusetts,29,F,23,2002,"Mississauga, ON",Canada,"6'3""",185,L
Elias,Zimmerman,Univ. of Massachusetts,24,F,20,2005,Gävle,Sweden,"6'6""",216,L
Jack,Ivankovic,Univ. of Michigan,72,G,18,2007,"Mississauga, ON",Canada,"5'11""",179,L
Julian,Molinaro,Univ. of Michigan,34,G,22,2003,"Mississauga, ON",Canada,"5'11""",179,L
Grant,Neuhardt,Univ. of Michigan,,G,21,2004,"Traverse City, MI",USA,"6'1""",181,L
Stephen,Peck,Univ. of Michigan,31,G,21,2005,"New York, NY",USA,"6'3""",176,L
Asher,Barnett,Univ. of Michigan,4,D,18,2007,"Wilmette, IL",USA,"6'1""",201,L
Tyler,Duke,Univ. of Michigan,5,D,21,2004,"Strongsville, OH",USA,"5'10""",194,L
Luca,Fantilli,Univ. of Michigan,63,D,23,2002,"Nobleton, ON",Canada,"6'0""",183,L
Miles,Gust,Univ. of Michigan,23,D,21,2004,"Chicago, IL",USA,"5'10""",174,L
Hunter,Hady,Univ. of Michigan,3,D,21,2004,"Rochester, MN",USA,"6'4""",205,R
Matthew,Mania,Univ. of Michigan,93,D,21,2005,"Brandon, FL",USA,"6'1""",190,R
Henry,Mews,Univ. of Michigan,88,D,19,2006,"Ottawa, ON",Canada,"6'1""",183,R
Joshua,Orrico,Univ. of Michigan,68,D,22,2003,"Woodbridge, ON",Canada,"5'9""",165,R
Dakoda,Rhéaume-Mullen,Univ. of Michigan,7,D,19,2006,"Northville, MI",USA,"6'0""",185,L
Ben,Robertson,Univ. of Michigan,21,D,21,2004,"Potomac Falls, VA",USA,"5'11""",192,L
Drew,Schock,Univ. of Michigan,10,D,19,2007,"Green Bay, WI",USA,"6'0""",179,L
Kienan,Draper,Univ. of Michigan,33,F,24,2002,"Royal Oak, MI",Canada,"6'2""",209,R
Joshua,Eernisse,Univ. of Michigan,6,F,24,2001,"Apple Valley, MN",USA,"6'3""",216,R
Michael,Hage,Univ. of Michigan,19,F,19,2006,"Mississauga, ON",Canada,"6'1""",198,R
William,Horcoff,Univ. of Michigan,44,F,19,2007,"Birmingham, MI",USA,"6'5""",203,L
T.J.,Hughes,Univ. of Michigan,13,F,24,2001,"Hamilton, ON",Canada,"6'0""",185,R
Cole,McKinney,Univ. of Michigan,11,F,18,2007,"Chicago, IL",USA,"6'0""",201,R
Nicholas,Moldenhauer,Univ. of Michigan,9,F,21,2004,"Mississauga, ON",Canada,"5'11""",181,R
Kason,Muscutt,Univ. of Michigan,22,F,21,2005,"Bossier City, LA",USA,"5'11""",176,L
Aidan,Park,Univ. of Michigan,16,F,20,2006,"Hermosa Beach, CA",USA,"6'1""",187,R
Jayden,Perron,Univ. of Michigan,18,F,21,2005,"Winnipeg, MB",Canada,"5'9""",174,R
Garrett,Schifsky,Univ. of Michigan,17,F,22,2003,"Andover, MN",USA,"5'9""",181,R
Malcolm,Spence,Univ. of Michigan,27,F,19,2006,"Mississauga, ON",Canada,"6'2""",201,L
Adam,Valentini,Univ. of Michigan,92,F,17,2008,"Toronto, ON",Canada,"5'11""",185,L
Nathan,Airey,Univ. of Minnesota,29,G,22,2003,"Cochrane, AB",Canada,"6'3""",194,L
Luca,Di Pasquo,Univ. of Minnesota,31,G,22,2003,"Livonia, MI",USA,"6'1""",194,R
Zach,Wiese,Univ. of Minnesota,30,G,24,2002,"Owatonna, MN",USA,"5'10""",209,L
Axel,Begley,Univ. of Minnesota,33,D,22,2003,"Mahtomedi, MN",USA,"6'2""",190,L
Leo,Gruba,Univ. of Minnesota,55,D,22,2003,"Lake Elmo, MN",USA,"6'2""",194,R
Finn,McLaughlin,Univ. of Minnesota,24,D,19,2006,"Canmore, AB",USA,"6'2""",207,L
Luke,Mittelstadt,Univ. of Minnesota,20,D,23,2003,"Eden Prairie, MN",USA,"5'11""",185,L
Jacob,Rombach,Univ. of Minnesota,5,D,18,2007,"Blaine, MN",USA,"6'6""",209,L
Max,Rud,Univ. of Minnesota,15,D,22,2003,"St. Cloud, MN",USA,"6'3""",190,L
Cal,Thomas,Univ. of Minnesota,22,D,22,2003,"Maple Grove, MN",USA,"6'1""",220,L
John,Whipple,Univ. of Minnesota,4,D,20,2006,"Morristown, NJ",USA,"6'2""",205,L
Jimmy,Clark,Univ. of Minnesota,23,F,21,2004,"Edina, MN",USA,"6'0""",179,L
August,Falloon,Univ. of Minnesota,9,F,22,2004,"St. Cloud, MN",USA,"6'2""",201,L
Graham,Harris,Univ. of Minnesota,34,F,22,2003,"Excelsior, MN",USA,"6'0""",185,L
Beckett,Hendrickson,Univ. of Minnesota,7,F,20,2005,"Minnetonka, MN",USA,"6'2""",185,L
Brody,Lamb,Univ. of Minnesota,17,F,22,2003,"Rochester, MN",USA,"6'1""",185,R
Tanner,Ludtke,Univ. of Minnesota,11,F,21,2004,"Elko, MN",USA,"6'0""",190,L
John,Mittelstadt,Univ. of Minnesota,19,F,24,2001,"Eden Prairie, MN",USA,"5'9""",185,L
Mason,Moe,Univ. of Minnesota,79,F,18,2007,"Eden Prairie, MN",USA,"6'2""",192,L
L.J.,Mooney,Univ. of Minnesota,18,F,18,2007,"West Mifflin, PA",USA,"5'8""",165,R
Javon,Moore,Univ. of Minnesota,27,F,20,2005,"Minnetonka, MN",USA,"6'4""",209,L
Tate,Pritchard,Univ. of Minnesota,3,F,21,2004,"Savage, MN",USA,"6'2""",192,R
Erik,Påhlsson,Univ. of Minnesota,72,F,21,2004,Landskrona,Sweden,"6'1""",185,L
Teddy,Townsend,Univ. of Minnesota,44,F,20,2005,"Eden Prairie, MN",USA,"5'11""",174,L
Brodie,Ziemer,Univ. of Minnesota,74,F,20,2006,"Chaska, MN",USA,"5'11""",190,R
Ethan,Dahlmeir,Univ. of Minnesota-Duluth,35,G,22,2003,"Lakeville, MN",USA,"6'4""",220,L
Adam,Gajan,Univ. of Minnesota-Duluth,30,G,21,2004,Poprad,Slovakia,"6'3""",187,L
Cole,Sheffield,Univ. of Minnesota-Duluth,36,G,21,2004,"London, ON",Canada,"6'0""",176,L
Riley,Bodnarchuk,Univ. of Minnesota-Duluth,20,D,24,2001,"Okotoks, AB",Canada,"6'4""",205,L
Brady,Cleveland,Univ. of Minnesota-Duluth,5,D,20,2005,"Wausau, WI",USA,"6'5""",220,L
Ty,Hanson,Univ. of Minnesota-Duluth,2,D,20,2005,"Hermantown, MN",USA,"5'9""",170,R
Adam,Kleber,Univ. of Minnesota-Duluth,6,D,19,2006,"Chaska, MN",USA,"6'6""",225,R
Joseph,Pierce,Univ. of Minnesota-Duluth,18,D,23,2002,"Ely, MN",USA,"6'0""",196,R
Aaron,Pionk,Univ. of Minnesota-Duluth,8,D,23,2003,"Hermantown, MN",USA,"6'1""",172,L
Grayden,Siepmann,Univ. of Minnesota-Duluth,37,D,21,2004,"Windsor, ON",Canada,"5'11""",181,R
Jacob,Toll,Univ. of Minnesota-Duluth,3,D,21,2004,"Rosemount, MN",USA,"6'3""",170,L
Hunter,Anderson,Univ. of Minnesota-Duluth,11,F,20,2005,"Manhattan Beach, CA",USA,"5'10""",185,L
Callum,Arnott,Univ. of Minnesota-Duluth,25,F,22,2004,"King City, ON",Canada,"6'1""",170,R
Blake,Bechen,Univ. of Minnesota-Duluth,16,F,21,2005,"Dubuque, IA",USA,"6'0""",187,R
Harper,Bentz,Univ. of Minnesota-Duluth,19,F,21,2004,"Moorhead, MN",USA,"6'0""",176,R
Luke,Bibby,Univ. of Minnesota-Duluth,28,F,21,2004,"Brantford, ON",Canada,"6'0""",205,L
Braden,Fischer,Univ. of Minnesota-Duluth,21,F,23,2002,"Winnipeg, MB",Canada,"6'1""",185,L
Kyle,Gaffney,Univ. of Minnesota-Duluth,23,F,24,2001,"Plymouth, MI",USA,"6'0""",181,L
Kyler,Kovich,Univ. of Minnesota-Duluth,38,F,24,2002,"Coquitlam, BC",Canada,"6'2""",181,L
Max,Plante,Univ. of Minnesota-Duluth,10,F,20,2006,"Hermantown, MN",USA,"5'11""",176,L
Zam,Plante,Univ. of Minnesota-Duluth,27,F,21,2004,"Hermantown, MN",USA,"5'10""",170,L
Jayson,Shaugabay,Univ. of Minnesota-Duluth,17,F,20,2005,"Warroad, MN",USA,"5'9""",165,R
Daniel,Shlaine,Univ. of Minnesota-Duluth,13,F,20,2005,Moskva,Russia,"6'0""",185,L
Trevor,Stachowiak,Univ. of Minnesota-Duluth,39,F,23,2003,"Dallas, TX",USA,"6'2""",196,R
Scout,Truman,Univ. of Minnesota-Duluth,24,F,23,2002,"Lethbridge, AB",Canada,"5'10""",181,L
Ryan,Zaremba,Univ. of Minnesota-Duluth,22,F,19,2006,"Balgonie, SK",Canada,"5'9""",179,L
Dawson,Cowan,Univ. of Nebraska-Omaha,73,G,20,2005,"Warren, MB",Canada,"6'2""",187,L
Will,Craig,Univ. of Nebraska-Omaha,1,G,23,2002,"Ennismore, ON",Canada,"6'2""",229,R
Simon,Latkoczy,Univ. of Nebraska-Omaha,30,G,23,2002,Trencin,Slovakia,"5'11""",176,R
Marcus,Broberg,Univ. of Nebraska-Omaha,8,D,22,2003,Örebro,Sweden,"6'0""",183,L
Aidan,De La Gorgendiere,Univ. of Nebraska-Omaha,22,D,24,2002,"Abbotsford, BC",Canada,"6'1""",183,L
Jacob,Guévin,Univ. of Nebraska-Omaha,10,D,23,2003,"Drummondville, QC",Canada,"5'11""",190,R
Marc,Lajoie,Univ. of Nebraska-Omaha,24,D,22,2003,"St. Albert, AB",Canada,"6'6""",223,L
Griffin,Ludtke,Univ. of Nebraska-Omaha,7,D,23,2003,"Elko, MN",USA,"5'10""",176,L
Ryan,McCleary,Univ. of Nebraska-Omaha,6,D,22,2003,"Swift Current, SK",Canada,"6'3""",194,R
Hunter,McInnes,Univ. of Nebraska-Omaha,3,D,20,2005,"Nanaimo, BC",Canada,"6'1""",183,R
Spencer,Sova,Univ. of Nebraska-Omaha,44,D,22,2004,"Windsor, ON",Canada,"6'1""",190,L
Cameron,Briere,Univ. of Nebraska-Omaha,9,F,20,2005,"Oakville, ON",USA,"5'10""",163,L
Myles,Hilman,Univ. of Nebraska-Omaha,18,F,22,2003,"Blackfalds, AB",Canada,"5'9""",194,L
Samuel,Huo,Univ. of Nebraska-Omaha,11,F,24,2001,"Richmond, BC",Canada,"6'5""",209,R
Brett,Hyland,Univ. of Nebraska-Omaha,71,F,23,2003,"Edmonton, AB",Canada,"5'11""",194,L
Chase,LaPinta,Univ. of Nebraska-Omaha,26,F,22,2004,"Frisco, TX",USA,"5'9""",170,R
Jérémy,Loranger,Univ. of Nebraska-Omaha,86,F,18,2007,"Trois-Rivières, QC",Canada,"5'9""",161,R
Cam,Mitchell,Univ. of Nebraska-Omaha,25,F,24,2001,"Stony Plain, AB",Canada,"5'9""",181,L
Marcus,Nguyen,Univ. of Nebraska-Omaha,72,F,21,2004,"Calgary, AB",Canada,"5'10""",181,R
Maxime,Pellerin,Univ. of Nebraska-Omaha,23,F,23,2003,"Victoriaville, QC",Canada,"6'0""",181,R
Joel,Plante,Univ. of Nebraska-Omaha,27,F,20,2005,"Langley, BC",Canada,"5'11""",161,R
Tyler,Rollwagen,Univ. of Nebraska-Omaha,21,F,24,2001,"Bloomington, MN",USA,"5'11""",194,L
Jacob,Slipec,Univ. of Nebraska-Omaha,13,F,24,2001,"White Rock, BC",Canada,"5'11""",187,R
Sean,Tschigerl,Univ. of Nebraska-Omaha,19,F,22,2003,"Whitecourt, AB",Canada,"6'0""",190,L
Trevor,Wong,Univ. of Nebraska-Omaha,38,F,22,2003,"Vancouver, BC",Canada,"5'9""",159,L
Luke,Woodworth,Univ. of Nebraska-Omaha,12,F,21,2004,"Bridgewater, NS",Canada,"5'9""",163,R
Kyle,Chauvette,Univ. of New Hampshire,36,G,24,2001,"Goffstown, NH",USA,"6'1""",190,R
Kristian,Coombs,Univ. of New Hampshire,1,G,20,2005,"Calgary, AB",Canada,"6'2""",190,L
Jared,Whale,Univ. of New Hampshire,41,G,23,2002,"Calgary, AB",Canada,"6'0""",190,L
Alex,Carr,Univ. of New Hampshire,2,D,21,2004,"Sackville, NS",Canada,"6'0""",194,R
Reid,Conn,Univ. of New Hampshire,8,D,22,2004,"Centennial, CO",USA,"6'4""",209,R
Nicholas,De Angelis,Univ. of New Hampshire,95,D,21,2004,"King City, ON",Canada,"6'2""",194,L
Conner,de Haro,Univ. of New Hampshire,72,D,20,2005,"Raleigh, NC",USA,"5'11""",192,L
Brendan,Fitzgerald,Univ. of New Hampshire,19,D,22,2003,"North Reading, MA",USA,"6'0""",170,L
Zach,Hahn,Univ. of New Hampshire,5,D,23,2002,"Huntington, NY",USA,"6'2""",209,L
Ryan,Philbrick,Univ. of New Hampshire,4,D,21,2004,"Concord, NH",USA,"5'11""",185,L
Oscar,Plandowski,Univ. of New Hampshire,15,D,22,2003,"Red Deer, AB",Canada,"6'0""",190,R
Josh,Player,Univ. of New Hampshire,13,D,20,2005,"Thorofare, NJ",USA,"6'0""",190,R
Jack,Cronin,Univ. of New Hampshire,9,F,24,2001,"Hamilton, MA",USA,"5'11""",190,R
Connor,DeTurris,Univ. of New Hampshire,11,F,21,2004,"Naperville, IL",USA,"6'1""",190,L
Félix,Gagnon,Univ. of New Hampshire,22,F,21,2004,"Saguenay, QC",Canada,"6'0""",181,R
Martins,Lavins,Univ. of New Hampshire,6,F,22,2003,Riga,Latvia,"6'1""",194,R
Cy,LeClerc,Univ. of New Hampshire,29,F,23,2002,"Brentwood, NH",USA,"5'10""",181,L
Cameron,MacDonald,Univ. of New Hampshire,61,F,22,2003,"Toronto, ON",Canada,"6'2""",194,L
Ryan,MacPherson,Univ. of New Hampshire,7,F,20,2005,"Windsor, ON",Canada,"6'1""",185,L
Jacob,Newcombe,Univ. of New Hampshire,91,F,21,2004,"Halifax, NS",Canada,"6'0""",203,L
Sam,Oliver,Univ. of New Hampshire,47,F,21,2004,"Quispamsis, NB",Canada,"5'11""",183,L
Nick,Ring,Univ. of New Hampshire,37,F,22,2003,"Hingham, MA",USA,"5'10""",185,R
Jason,Siedem,Univ. of New Hampshire,23,F,23,2002,"Madison, NJ",USA,"5'10""",185,R
Kristaps,Skrastins,Univ. of New Hampshire,17,F,24,2001,Riga,Latvia,"5'10""",179,R
J.P.,Turner,Univ. of New Hampshire,16,F,23,2003,"East Falmouth, MA",USA,"6'0""",194,R
Ronan,Walsh,Univ. of New Hampshire,10,F,23,2002,"Andover, NH",USA,"6'4""",209,R
Morgan,Winters,Univ. of New Hampshire,26,F,24,2001,"Osprey, FL",USA,"5'11""",170,L
Gibson,Homer,Univ. of North Dakota,31,G,22,2003,"Grand Rapids, MI",USA,"6'5""",209,L
Zachary,Sandy,Univ. of North Dakota,1,G,23,2002,"Fargo, ND",USA,"6'0""",176,L
Jan,Spunar,Univ. of North Dakota,35,G,21,2004,Olomouc,Czechia,"6'3""",190,L
EJ,Emery,Univ. of North Dakota,6,D,19,2006,"Surrey, BC",USA,"6'3""",185,R
Ian,Engel,Univ. of North Dakota,11,D,21,2004,"Hortonville, WI",USA,"6'0""",185,L
Jayden,Jubenvill,Univ. of North Dakota,3,D,22,2003,"Gilbert Plains, MB",Canada,"6'0""",190,L
Sam,Laurila,Univ. of North Dakota,13,D,19,2006,"Moorhead, MN",USA,"6'1""",192,L
Jake,Livanavage,Univ. of North Dakota,4,D,21,2004,"Gilbert, AZ",USA,"5'10""",174,L
Andrew,Strathmann,Univ. of North Dakota,16,D,21,2005,"Beach Park, IL",USA,"5'11""",190,L
Keaton,Verhoeff,Univ. of North Dakota,18,D,17,2008,"Fort Saskatchewan, AB",Canada,"6'4""",212,R
Abram,Wiebe,Univ. of North Dakota,25,D,22,2003,"Mission, BC",Canada,"6'3""",209,L
Bennett,Zmolek,Univ. of North Dakota,2,D,23,2002,"Rochester, MN",USA,"6'3""",196,R
Dalton,Andrew,Univ. of North Dakota,28,F,22,2003,"Brandon, MB",Canada,"6'5""",205,R
Cody,Croal,Univ. of North Dakota,19,F,22,2003,"North Branch, MN",USA,"5'11""",185,L
Dylan,James,Univ. of North Dakota,26,F,22,2003,"Calgary, AB",Canada,"6'1""",192,L
Ollie,Josephson,Univ. of North Dakota,8,F,19,2006,"Victoria, BC",Canada,"6'1""",190,L
Jack,Kernan,Univ. of North Dakota,15,F,20,2005,"Maple Grove, MN",USA,"6'2""",196,R
David,Klee,Univ. of North Dakota,22,F,20,2005,"Castle Rock, CO",USA,"6'2""",181,L
Cade,Littler,Univ. of North Dakota,20,F,21,2004,"East Wenatchee, WA",USA,"6'4""",205,R
Anthony,Menghini,Univ. of North Dakota,27,F,23,2002,"Brainerd, MN",USA,"5'10""",194,L
Cole,Reschny,Univ. of North Dakota,17,F,18,2007,"Macklin, SK",Canada,"5'11""",187,L
Ellis,Rickwood,Univ. of North Dakota,29,F,23,2002,"Brantford, ON",Canada,"6'2""",205,R
Ben,Strinden,Univ. of North Dakota,21,F,23,2002,"Fargo, ND",USA,"6'1""",205,R
Mac,Swanson,Univ. of North Dakota,7,F,20,2006,Nürnberg,USA,"5'8""",174,L
Tyler,Young,Univ. of North Dakota,14,F,24,2001,"Lancaster, MA",USA,"6'1""",179,R
Joshua,Zakreski,Univ. of North Dakota,24,F,20,2005,"Saskatoon, SK",Canada,"6'0""",196,L
Will,Zellers,Univ. of North Dakota,9,F,19,2006,"Maple Grove, MN",USA,"6'0""",181,L
Nicholas,Kempf,Univ. of Notre Dame,31,G,19,2006,"Morton Grove, IL",USA,"6'2""",192,L
